Muskel;Region;Subregion;Feld;Urteil;Bei mir;Wikipedia;Delta;Artikel
Mm. longissimi;Wirbelsäule & Rumpf;Rückenmuskulatur;Ursprung;abweichend;"M. longissimus thoracis: Procc. accessorii und Procc. transversi L1–L5; M. longissimus capitis/cervicis: Procc. transversi der thorakalen und zervikalen Wirbel";Kreuzbein und Wirbel;;https://de.wikipedia.org/wiki/Musculus_longissimus
Mm. longissimi;Wirbelsäule & Rumpf;Rückenmuskulatur;Ansatz;abweichend;"Crista iliaca, Sakrum (lumbal); 1.–12. Rippe (thorakal); Proc. mastoideus (capitis)";Wirbel, Rippen, Schläfenbein;;https://de.wikipedia.org/wiki/Musculus_longissimus
Mm. longissimi;Wirbelsäule & Rumpf;Rückenmuskulatur;Funktion;Freitext — nur lesen;"Die Mm. longissimi richten bei beidseitiger Aktivität die Wirbelsäule und den Kopf auf; bei einseitiger Kontraktion bewirken sie eine Lateralflexion und ipsilaterale Rotation. Die Kapitis-Anteile ermöglichen zusätzlich eine Reklination des Kopfes.";Strecken und Seitwärtsbiegen der Wirbelsäule;;https://de.wikipedia.org/wiki/Musculus_longissimus
Mm. longissimi;Wirbelsäule & Rumpf;Rückenmuskulatur;Innervation;gleich (andere Worte);Rr. dorsales der Spinalnerven;Spinalnerven (Rami dorsales);;https://de.wikipedia.org/wiki/Musculus_longissimus
Mm. longissimi;Wirbelsäule & Rumpf;Rückenmuskulatur;Segmente;beide leer;;;;https://de.wikipedia.org/wiki/Musculus_longissimus
Mm. lumbricales;Untere Extremität;Fuß & Sprunggelenk;—;kein Vergleich;;;;Artikel ohne Infobox
Mm. lumbricales I–IV;Obere Extremität;Hand & Finger;Ursprung;gleich;Sehnen des M. flexor digitorum profundus;Sehnen des Musculus flexor digitorum profundus;;https://de.wikipedia.org/wiki/Musculi_lumbricales_(Hand)
Mm. lumbricales I–IV;Obere Extremität;Hand & Finger;Ansatz;teils gleich;Dorsalaponeurosen der Finger II–V;Radialseite jedes Fingers im Bereich der Dorsalaponeurose;;https://de.wikipedia.org/wiki/Musculi_lumbricales_(Hand)
Mm. lumbricales I–IV;Obere Extremität;Hand & Finger;Funktion;Freitext — nur lesen;MCP-Flexion, IP-Extension und leichte Radialabduktion der Finger II-V;Flexion der Fingergrundgelenke bei gleichzeitiger Extension der Fingermittel- und -endgelenke;;https://de.wikipedia.org/wiki/Musculi_lumbricales_(Hand)
Mm. lumbricales I–IV;Obere Extremität;Hand & Finger;Innervation;teils gleich;N. medianus (I, II), N. ulnaris (III, IV);Nervus medianus (Musculi lumbricales 1 und 2), Nervus ulnaris, Ramus profundus (Musculi lumbricales 3 (variabel) und 4);;https://de.wikipedia.org/wiki/Musculi_lumbricales_(Hand)
Mm. lumbricales I–IV;Obere Extremität;Hand & Finger;Segmente;gleich;C8, Th1;C8, Th1;;https://de.wikipedia.org/wiki/Musculi_lumbricales_(Hand)
Mm. multifidi;Wirbelsäule & Rumpf;Rückenmuskulatur;Ursprung;abweichend;Os sacrum (S4) bis C2, Procc. transversi;seitliche Wirbelfortsätze;;https://de.wikipedia.org/wiki/Musculi_multifidi
Mm. multifidi;Wirbelsäule & Rumpf;Rückenmuskulatur;Ansatz;abweichend;Procc. spinosi 2–4 Wirbel höher;Dornfortsatz;;https://de.wikipedia.org/wiki/Musculi_multifidi
Mm. multifidi;Wirbelsäule & Rumpf;Rückenmuskulatur;Funktion;Freitext — nur lesen;"Strecken und sichern die Wirbelsäule segmentnah; einseitig Rotation zur Gegenseite";Stabilisierung der Wirbelsäule;;https://de.wikipedia.org/wiki/Musculi_multifidi
Mm. multifidi;Wirbelsäule & Rumpf;Rückenmuskulatur;Innervation;gleich (andere Worte);Rr. dorsales der Spinalnerven;Rami dorsales der Spinalnerven;;https://de.wikipedia.org/wiki/Musculi_multifidi
Mm. multifidi;Wirbelsäule & Rumpf;Rückenmuskulatur;Segmente;beide leer;;;;https://de.wikipedia.org/wiki/Musculi_multifidi
Mm. rotatores;Wirbelsäule & Rumpf;Rückenmuskulatur;Ursprung;abweichend;Procc. transversi (zervikal, thorakal, lumbal);Querfortsatz;;https://de.wikipedia.org/wiki/Musculi_rotatores
Mm. rotatores;Wirbelsäule & Rumpf;Rückenmuskulatur;Ansatz;abweichend;Procc. spinosi 1–2 Wirbel höher;Dornfortsatz des vorherigen oder vorvorherigen Wirbels;;https://de.wikipedia.org/wiki/Musculi_rotatores
Mm. rotatores;Wirbelsäule & Rumpf;Rückenmuskulatur;Funktion;Freitext — nur lesen;Die Mm. rotatores drehen jeden Wirbel zur Gegenseite hin. Da sie nur wenige Segmente überspringen, ermöglichen sie eine präzise, segmentübergreifende Rotationsbewegung der Wirbelsäule.;Stabilisierung der Wirbelsäule;;https://de.wikipedia.org/wiki/Musculi_rotatores
Mm. rotatores;Wirbelsäule & Rumpf;Rückenmuskulatur;Innervation;gleich (andere Worte);Rr. dorsales der Spinalnerven;Rami dorsales der Spinalnerven;;https://de.wikipedia.org/wiki/Musculi_rotatores
Mm. rotatores;Wirbelsäule & Rumpf;Rückenmuskulatur;Segmente;beide leer;;;;https://de.wikipedia.org/wiki/Musculi_rotatores
Mm. spinales;Wirbelsäule & Rumpf;Rückenmuskulatur;Ursprung;abweichend;Procc. spinosi L3–Th10;Dornfortsätze;;https://de.wikipedia.org/wiki/Musculus_spinalis
Mm. spinales;Wirbelsäule & Rumpf;Rückenmuskulatur;Ansatz;abweichend;Procc. spinosi Th8–Th2 (M. spinalis thoracis);Dornfortsätze;;https://de.wikipedia.org/wiki/Musculus_spinalis
Mm. spinales;Wirbelsäule & Rumpf;Rückenmuskulatur;Funktion;Freitext — nur lesen;"Die Mm. spinales sichern die natürlichen Wirbelsäulenkrümmungen. Bei beidseitiger Kontraktion richten sie die Wirbelsäule auf; wirken sie einseitig, kommt es zu einer Seitwärtsneigung in Richtung der aktiven Seite.";Stabilisierung der Wirbelsäule;;https://de.wikipedia.org/wiki/Musculus_spinalis
Mm. spinales;Wirbelsäule & Rumpf;Rückenmuskulatur;Innervation;gleich (andere Worte);Rr. dorsales der Spinalnerven;Rami dorsales der Spinalnerven;;https://de.wikipedia.org/wiki/Musculus_spinalis
Mm. spinales;Wirbelsäule & Rumpf;Rückenmuskulatur;Segmente;beide leer;;;;https://de.wikipedia.org/wiki/Musculus_spinalis
Mm. splenii;Wirbelsäule & Rumpf;Rückenmuskulatur;Ursprung;abweichend;"M. splenius capitis: Lig. nuchae, Procc. spinosi C7–Th3; M. splenius cervicis: Procc. spinosi Th3–Th6";Nackenband, Dornfortsätze der Hals- und Brustwirbel;;https://de.wikipedia.org/wiki/Musculi_splenii
Mm. splenii;Wirbelsäule & Rumpf;Rückenmuskulatur;Ansatz;abweichend;"Proc. mastoideus, Linea nuchalis superior (capitis); Procc. transversi C1–C3 (cervicis)";Querfortsätze, Hinterhauptsbein, Linea nuchae superior;;https://de.wikipedia.org/wiki/Musculi_splenii
Mm. splenii;Wirbelsäule & Rumpf;Rückenmuskulatur;Funktion;Freitext — nur lesen;Beidseitig kontrahiert streckt der M. splenius Kopf und Halswirbelsäule durch. Bei einseitiger Aktivität entsteht eine Kombination aus Seitwärtsneigung und Rotation zur gleichen Seite, womit er als Antagonist zu den kontralateralen Mm. rotatores wirkt.;Strecken des Halses, Anheben des Kopfes;;https://de.wikipedia.org/wiki/Musculi_splenii
Mm. splenii;Wirbelsäule & Rumpf;Rückenmuskulatur;Innervation;teils gleich;Rr. dorsales der Spinalnerven;Rami dorsales der Spinalnerven des Halses;;https://de.wikipedia.org/wiki/Musculi_splenii
Mm. splenii;Wirbelsäule & Rumpf;Rückenmuskulatur;Segmente;nur Wikipedia;;C3, C4;;https://de.wikipedia.org/wiki/Musculi_splenii
Platysma;Kopf & Hals;Halsmuskulatur;—;kein Vergleich;;;;Artikel ohne Infobox
